food_item,calories,proteins,carbohydrates,fats,fibers,sugars,sodium,cholesterol
"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE",492.0,10.8,59.0,24.5,3.2,9.0,843.0,0.0
"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",461.0,9.7,66.3,17.9,2.7,9.0,726.0,0.0
"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE",489.0,10.6,60.2,23.8,3.2,11.6,772.0,0.0
"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT",463.0,9.5,67.2,18.0,2.7,11.8,648.0,0.0
"AVOCADOS,RAW,ALL COMM VAR",160.0,2.0,8.53,14.66,6.7,0.66,7.0,0.0
"AVOCADOS,RAW,CALIFORNIA",167.0,1.96,8.64,15.41,6.8,0.3,8.0,0.0
"AVOCADOS,RAW,FLORIDA",120.0,2.23,7.82,10.06,5.6,2.42,2.0,0.0
Aajhree - 1,400.0,6.0,56.66799999999999,7.0,10.86,0.0,0.0,0.0
Aashirvaad - ITC - 5Kg,369.0,10.8,77.4,1.8,11.1,5.6,0.0,0.0
Adrak Elaichi - Chaayos,445.0,18.0,57.9,16.1,11.0,16.2,894.2,3.0
All Rounder - Sunfeast - 75g,471.0,0.0,0.0,19.5,15.4,66.7,7.2,37.2
All time mixture - Biicano,160.0,4.0,14.0,10.0,0.0,2.0,0.575,0.0
Allo Matar,130.0,2.0,11.0,8.0,3.3600000000000003,0.3,0.8,0.0
Almond Drink,25.0,1.7,0.3,1.9,2.04,0.2,230.6,3.6
Aloevera pulp & juice - Yoga pulp - 200ml,32.0,0.0,1.568,0.0,2.42,5.62,9.4,0.0
Aloo bhujia -,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Alpenliebe gold cream strawberry flavor candy,412.0,0.12,88.0,6.7,0.6,55.0,3.8,0.0
American Garden Pancake Syrup,220.0,0.0,55.0,0.0,0.0,39.0,0.262,0.0
American Style Cream & Onion - Lay's - 24g,544.0,7.8,51.6,34.0,0.3,2.0,1.885,0.0
Amul,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Amul Belgian chocolate - 125g,34.8,3.2208,41.2,21.7,7.9,8.634,0.0,0.0
Amul Cheese chiplet - 200g,320.0,0.0,70.0,28.0,0.0,0.0,20.0,0.0
Amul Chocochips Icecream,246.0,4.4,27.6,13.5,2.6524,24.5,0.115,15.2
Amul Chocominis - 250g,526.0,5.3,61.1,29.3,0.0,56.6,0.15,2.0
Amul Dark chocolate - 150g,521.0,6.4,51.4,33.1,0.0,85.5,95.0,13.8
Amul Ice Cream - 2L,255.0,1.4,26.8,14.6,1.62,18.4,262.2,10.0
Amul Kool,416.0,3.2,12.0,2.0,32.6914,8.0,7.62,45.8
Amul Kool Rose,163.0,5.6,22.5,5.6,15.98,22.5,0.195,0.0
Amul Lassi,87.0,2.0,14.0,2.0,1.3400000000000003,25.3,153.0,9.2
Amul Masti Buttermilk - 200,57.0,7.220000000000001,0.1,3.0,3.6,3.6,3.0,11.0
Amul Shrikand,234.0,5.3,42.0,5.0,0.0,41.0,0.0,0.0
Amul Sugar free chocolate - 150g,475.0,6.0,57.3,33.5,0.0,26.168,408.8,11.8
Amul Taaza - 1L,58.0,3.0,0.0,3.0,0.74,0.0,4.8,2.8
Amul pasteurised butter - 250,100.0,0.0,0.0,11.0,0.0,0.0,0.12,0.0
Andrea'S,257.0,5.7,40.2,6.48,2.9,3.0,544.0,3.2
Antioxydant mix,595.0,29.1,20.7,44.0,13.86,0.0,221.4,0.0
Apis Classic Dates - 500g,282.0,2.45,75.03,0.3419999999999999,8.0,67.77000000000001,3.2,0.0
Apple,66.0,39.2,13.8,3.2,2.6,12.2,680.0,97.0
Apple Juice - Tropicana,94.0,0.4,22.9,0.0,2.0,0.0,6.2,0.0
Apple cider vinegar - American garden - 473ml,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
Apple juice,54.0,0.0,12.0,0.0,1.6800000000000002,0.0,0.0,0.0
Appy - Parle Agro,63.0,0.0,15.8,0.0,0.0,15.8,0.042,0.0
Appy - parle agro - 160ml,63.0,0.0,15.8,0.0,0.0,15.8,6.0094,0.0
Arabian Dates,323.0,2.31,77.88,0.3,7.35,69.81,0.154,0.0
Arabian Premium Dates,83.0,0.5,19.6,0.4,0.0,15.5,5264.2,0.0
Archway,497.0,4.3,65.0,24.8334,2.0,34.1,270.0,3.2
Artificial,407.0,4.7,77.5,7.348000000000001,3.33,19.0,760.0,0.0
Asparagus -  - 100g,200.0,2.2,3.9,0.1,0.0,1.9,50.0,77.2
Asparagus-Stuffed Chicken Breast,209.0,35.0,2.0,5.0,1.0,0.0,168.2,111.4
Assam tea - strong & refreshing,332.0,15.586000000000002,31.356,16.23,21.66,4.262,219.2,51.4
Atea - 25,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Atom protien powder,4.0,27.0,47.0,1.0,18.98,0.0,3.92,0.0
Atta Maggi,393.0,8.0,63.3,13.0,4.8,2.7,2.052,0.0
Atta with Multigrains,370.0,14.0,72.0,2.0,14.0,5.0,372.0,0.0
Austin,494.0,7.5,60.0,24.3,1.3,13.5,900.0,1.4
B protein - british biologicals - 500g,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
"BABYFD,FRU,BAN AND STRAW, JU",109.0,0.71,25.78,0.37,1.4,19.29,1.0,0.0
"BABYFD,SNK,GE,GRAD,LIL CRUNCH,BKD,WHLGRN,CORN SNK",503.0,0.0,61.59,28.57,0.0,0.0,71.0,13.0
"BABYFOO,BAN WI MIX BERR,ST",92.0,1.01,21.31,0.36,1.0,15.0,0.0,0.0
BABYFOOD  DINNER  CHICK STEW  TODD,78.0,5.2,6.4,3.7,0.6,1.68,25.0,29.0
"BABYFOOD,APPL YOGURT DSSRT,STR",96.0,0.8,19.5,1.6,0.5,12.02,20.0,6.0
"BABYFOOD,APPLE-BANANA JUC",51.0,0.2,12.3,0.1,0.2,11.0,4.0,0.0
"BABYFOOD,APPLE-CRANBERRY JUC",46.0,0.0,11.49,0.02,0.0,6.88,5.0,0.0
"BABYFOOD,APPLS W/HAM,STR",62.0,2.6,10.9,0.9,1.8,7.98,9.0,8.0
"BABYFOOD,APPLS,DICES,TODD",51.0,0.2,12.1,0.1,0.9,10.83,6.0,0.0
"BABYFOOD,BABY MUM MUM RICE BISCUITS",391.0,12.5,83.21,0.87,0.0,12.5,313.0,0.0
"BABYFOOD,BANANA APPL DSSRT,STR",68.0,0.3,16.3,0.2,1.0,14.66,7.0,0.0
"BABYFOOD,BANANA JUC W/LOFAT YOGURT",89.0,2.5,17.54,0.8,0.4,13.28,37.0,3.0
"BABYFOOD,BANANA NO TAPIOCA,STR",91.0,1.0,21.34,0.2,1.6,11.36,2.0,0.0
"BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL FORT",421.0,6.4,76.68,9.9,2.3,28.0,214.0,0.0
"BABYFOOD,CARROTS&BF,STR",59.0,3.4,5.7,2.5,2.6,2.04,69.0,8.0
"BABYFOOD,CARROTS,TODDLER",26.0,0.6,5.23,0.3,2.3,2.5,48.0,0.0
"BABYFOOD,CHERRY COBBLER,JR",78.0,0.3,19.2,0.1,0.2,10.39,0.0,0.0
"BABYFOOD,COOKIE,BABY,FRUIT",435.0,6.8,73.7,12.6,3.4,24.2,9.0,4.0
"BABYFOOD,COOKIES",433.0,11.8,67.1,13.2,0.2,24.2,300.0,12.0
"BABYFOOD,COOKIES,ARROWROOT",424.0,7.6,75.4,10.0,0.2,28.928999999999995,319.0,0.0
"BABYFOOD,CORN & SWT POTATOES,STR",68.0,1.26,15.23,0.28,1.8,4.0,14.0,1.0
"BABYFOOD,CRACKERS,VEG",477.0,8.4,66.85,19.6,4.0,13.0,571.0,0.0
"BABYFOOD,CRL,BARLEY,DRY FORT",376.0,13.2,69.4,6.6,6.6,13.2,33.0,0.0
"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",84.0,3.73,9.94,3.26,0.6,5.1,43.0,10.0
"BABYFOOD,CRL,BROWN RICE,DRY,INST",406.0,8.7,85.98,3.0,6.5,0.72,12.0,0.0
"BABYFOOD,CRL,EGG YOLKS&BACON,JR",79.0,2.5,6.2,5.0,0.9,1.6,48.0,94.0
"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",111.0,8.7,11.6,3.8,0.5599999999999999,0.972,49.0,39.4
"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",374.0,25.4,57.6,6.5,7.1,1.574,104.0,0.0
"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",112.0,6.9,13.4,3.9,1.1,4.428,58.0,19.2
"BABYFOOD,CRL,MXD,DRY FORT",399.0,6.66,78.21,6.66,6.7,26.66,33.0,0.0
"BABYFOOD,CRL,MXD,PREP W/WHL MILK",96.0,4.14,12.3,3.38,0.8,4.78,42.0,9.0
"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR,FORT",84.0,0.71,18.79,0.51,1.0,11.1,5.0,0.0
"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,STR",82.0,0.71,18.38,0.51,1.0,11.1,5.0,0.0
"BABYFOOD,CRL,MXD,W/ BANANAS,DRY",391.0,10.7,77.1,4.6,7.8,6.68,0.0,0.0
"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",86.0,3.82,10.0,3.46,0.4,5.9,48.0,10.0
"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",115.0,5.0,15.9,3.6,0.686,10.02,48.0,4.0
"BABYFOOD,CRL,OATMEAL,DRY FORT",394.0,10.99,73.48,6.36,7.3,11.67,21.0,0.0
"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",116.0,5.0,15.3,4.1,1.1,12.36,46.0,11.0
"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,JR,FORT",76.0,0.89,16.03,0.89,0.9,8.85,4.0,0.0
"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,STR",75.0,0.89,15.62,0.89,0.9,8.85,4.0,0.0
"BABYFOOD,CRL,OATMEAL,W/ BANANAS,DRY",399.0,6.67,78.07,6.67,5.2,26.66,33.0,0.0
"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",86.0,3.82,10.0,3.46,0.4,5.9,48.0,10.0
"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",391.0,13.5,69.3,7.0,10.84,9.896,47.0,3.8
"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",115.0,5.0,15.3,3.9,0.26,10.02,49.0,4.0
"BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST FORT",389.0,6.6,88.5,0.9,2.6,1.35,2.0,0.0
"BABYFOOD,CRL,RICE,DRY,FORT",390.0,6.65,83.14,2.19,1.3,4.85,32.0,0.0
"BABYFOOD,CRL,RICE,PREP W/WHL MILK",85.0,3.45,10.31,3.38,0.0,4.87,42.0,10.0
"BABYFOOD,CRL,RICE,W/ APPLSAUC & BANANAS,STR",80.0,1.2,17.1,0.4,1.0,2.24,4.0,0.0
"BABYFOOD,CRL,RICE,W/ BANANAS,DRY",404.0,8.7,79.9,4.2,1.0,16.7,0.0,0.0
"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",86.0,3.57,10.49,3.32,0.1,6.13,47.0,10.0
"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",115.0,3.9,17.1,3.3,0.686,10.02,49.0,4.0
"BABYFOOD,CRL,W/EGG YOLKS,JR",52.0,1.9,7.1,1.8,0.9,7.540000000000001,33.0,63.0
"BABYFOOD,CRL,W/EGG YOLKS,STR",51.0,1.9,7.0,1.8,0.9,7.806,33.0,63.0
"BABYFOOD,CRL,W/EGGS,STR",58.0,2.2,8.0,1.5,2.14,6.472,38.0,51.0
"BABYFOOD,CRL,WHL WHEAT,W/ APPLS,DRY FORT",402.0,6.6,83.2,4.8,6.7,26.66,66.0,0.0
"BABYFOOD,DINNER,APPLS&CHICK,STR",65.0,2.16,10.88,1.38,1.8,6.06,12.0,5.0
"BABYFOOD,DINNER,BF LASAGNA,TODD",77.0,4.2,10.0,2.1,2.38,0.0,41.0,8.6
"BABYFOOD,DINNER,BF NOODLE,JR",57.0,2.5,7.3,1.9,1.1,1.45,26.0,8.0
"BABYFOOD,DINNER,BF NOODLE,STR",63.0,2.44,8.18,2.26,1.3,1.42,15.0,8.0
"BABYFOOD,DINNER,BF STEW,TODD",51.0,5.1,5.5,1.2,1.1,1.39,106.0,13.0
"BABYFOOD,DINNER,BF W/VEG",96.0,2.03,6.36,6.93,1.8,2.16,38.0,12.0
"BABYFOOD,DINNER,BF&RICE,TODD",82.0,5.0,8.8,2.9,1.7,0.0,32.0,10.4
"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",62.0,3.59,6.34,2.48,1.4,1.43,17.0,13.0
"BABYFOOD,DINNER,CHICK NOODLE,JR",55.0,2.37,8.79,1.18,0.9,1.07,35.0,9.0
"BABYFOOD,DINNER,CHICK NOODLE,STR",66.0,2.69,9.08,2.06,2.1,2.5,38.0,16.0
"BABYFOOD,DINNER,CHICK SOUP,STR",50.0,1.6,7.2,1.7,1.1,1.72,16.0,4.0
"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",66.0,3.8,8.89,1.7,0.6,0.82,194.0,28.0
"BABYFOOD,DINNER,CHICK&RICE",51.0,1.6,9.2,0.9,1.1,0.55,25.0,10.0
"BABYFOOD,DINNER,MACARONI&CHS,JR",61.0,2.6,8.2,2.0,0.3,1.32,266.0,6.0
"BABYFOOD,DINNER,MACARONI&CHS,STR",67.0,3.14,8.95,2.11,0.7,1.27,119.0,7.0
"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",59.0,2.5,9.4,1.1,1.1,2.43,35.0,4.0
"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",61.0,2.36,9.45,1.47,1.2,2.09,38.0,7.0
"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",81.0,4.34,11.53,1.9,1.1,0.37,35.0,7.0
"BABYFOOD,DINNER,MXD VEG,JR",34.0,1.01,7.88,0.11,1.0,3.08,40.0,0.0
"BABYFOOD,DINNER,MXD VEG,STR",41.0,1.2,9.5,0.1,0.5800000000000001,8.024,38.0,0.0
"BABYFOOD,DINNER,PASTA W/VEG",60.0,1.7,8.4,2.1,1.5,1.2,11.0,5.0
"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",78.0,3.5,11.97,2.0,1.2,0.8,205.0,6.0
"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",68.0,2.57,11.42,1.37,1.1,2.72,30.0,5.0
"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",75.0,5.3,10.8,1.0,2.42,3.818,239.0,1.2
"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",74.0,2.51,11.04,2.17,1.3,2.65,22.0,11.0
"BABYFOOD,DINNER,TURKEY & RICE,JR",56.0,2.37,9.57,0.92,1.0,1.25,23.0,4.0
"BABYFOOD,DINNER,TURKEY&RICE,STR",52.0,2.27,7.94,1.24,0.9,1.66,19.0,5.0
"BABYFOOD,DINNER,VEG CHICK,STR",59.0,2.47,8.42,1.73,2.1,1.58,24.0,11.0
"BABYFOOD,DINNER,VEG&BACON,STR",69.0,1.92,8.81,2.95,1.7,1.77,49.0,4.0
"BABYFOOD,DINNER,VEG&BF,JR",77.0,2.21,8.84,3.6,1.3,2.34,31.0,7.0
"BABYFOOD,DINNER,VEG&BF,STR",77.0,2.21,8.84,3.6,1.3,2.34,31.0,7.0
"BABYFOOD,DINNER,VEG&CHICK,JR",53.0,2.04,8.66,1.12,1.1,1.46,34.0,7.0
"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",48.0,2.1,8.0,0.8,2.28,0.0,52.0,0.0
"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",48.0,2.0,7.7,0.9,2.42,0.0,49.0,2.0
"BABYFOOD,DINNER,VEG&HAM,JR",60.0,2.02,8.64,1.89,1.0,0.99,45.0,3.0
"BABYFOOD,DINNER,VEG&HAM,STR",59.0,2.19,7.8,2.14,1.6,1.37,16.0,5.0
"BABYFOOD,DINNER,VEG&LAMB,JR",51.0,2.1,7.1,1.7,1.1,0.94,13.0,5.0
"BABYFOOD,DINNER,VEG&LAMB,STR",52.0,2.0,6.9,2.0,1.1,0.94,20.0,6.0
"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR",52.0,1.8,7.6,1.5,1.1,1.846,17.0,3.6
"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR",44.0,1.2,6.8,1.2,1.1,5.038600000000001,21.0,0.8
"BABYFOOD,DINNER,VEG&TURKEY,JR",53.0,1.72,7.55,1.74,0.9,1.36,45.0,4.0
"BABYFOOD,DINNER,VEG&TURKEY,STR",48.0,2.32,7.62,0.9,1.5,1.54,20.0,4.0
"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",64.0,1.7,9.1,2.2,1.1,5.678,26.0,0.8
"BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR",63.0,2.0,7.9,2.5,1.1,5.07,20.0,1.6
"BABYFOOD,DSSRT,BANANA PUDD,STR",68.0,1.0,14.14,0.8,0.8,10.55,54.0,29.0
"BABYFOOD,DSSRT,BANANA YOGURT,STR",78.0,1.1,17.35,0.52,0.5,12.2,14.0,1.0
"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",77.0,0.5,17.05,0.7,0.4,13.62,14.0,4.0
"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",69.0,0.2,18.4,0.2,0.3,16.98,0.0,10.0
"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",68.0,0.2,17.8,0.3,0.3,9.15,0.0,10.0
"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",86.0,1.76,17.58,0.98,0.2,12.2,26.0,38.0
"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",85.0,1.6,16.0,2.0,0.0,11.5,0.0,8.0
"BABYFOOD,DSSRT,DUTCH APPL,JR",79.0,0.2,19.18,0.16,1.4,17.89,3.0,0.0
"BABYFOOD,DSSRT,DUTCH APPL,STR",75.0,0.2,19.74,0.4,1.4,17.89,0.0,0.0
"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",63.0,0.3,17.2,0.0,0.6,12.0,0.0,0.0
"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59.0,0.3,16.0,0.0,0.6,12.6,0.0,0.0
"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",80.0,1.1,17.7,0.9,0.6,11.58,20.0,3.0
"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",81.0,1.3,20.3,0.3,0.7,10.28,0.0,0.0
"BABYFOOD,DSSRT,PEACH COBBLER,JR",67.0,0.3,18.3,0.0,0.7,11.89,0.0,0.0
"BABYFOOD,DSSRT,PEACH COBBLER,STR",65.0,0.3,17.8,0.0,0.7,10.62,7.0,0.0
"BABYFOOD,DSSRT,PEACH MELBA,JR",60.0,0.3,16.4,0.0,0.9,12.196000000000002,9.0,0.0
"BABYFOOD,DSSRT,PEACH MELBA,STR",60.0,0.2,16.5,0.0,0.9,12.196000000000002,9.0,0.0
"BABYFOOD,DSSRT,PEACH YOGURT",76.0,0.9,17.6,0.18,0.4,11.11,14.0,4.0
"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",60.0,0.2,16.4,0.0,0.94,12.234,7.0,0.0
"BABYFOOD,FINGER SNACKS,GERB,GRADUAT,LIL CRUNCHI - MILD CHEDD",513.0,8.26,57.61,27.76,5.2,1.6,623.0,0.0
"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",389.0,6.19,85.79,2.3,3.8,17.84,13.0,0.0
"BABYFOOD,FORT CRL BAR,FRUIT FILLING",344.0,5.43,68.63,5.3,1.7,42.0,157.0,1.0
"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",64.0,0.3,15.3,0.22,1.4,11.6,3.0,0.0
"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",70.0,0.3,19.0,0.2,1.1,13.0,4.0,0.0
"BABYFOOD,FRUIT SUPREME DSSRT",73.0,0.5,17.18,0.2,2.0,14.87,1.0,0.0
"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58.0,0.2,15.4,0.2,2.1,12.96,0.0,0.0
"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",58.0,0.2,15.6,0.2,2.1,12.96,0.0,0.0
"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",62.0,0.2,16.6,0.2,1.8,8.83,1.0,0.0
"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",61.0,0.2,16.3,0.2,1.8,13.93,1.0,0.0
"BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR",51.0,0.0,14.1,0.0,1.1,10.61,1.0,0.0
"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",66.0,0.37,16.16,0.1,1.6,4.35,3.0,0.0
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",47.0,0.2,12.4,0.2,1.8,8.72,0.0,0.0
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",44.0,0.2,11.64,0.2,1.8,9.25,0.0,0.0
"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",51.0,0.0,14.1,0.0,1.1,10.81,1.0,0.0
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",39.0,0.1,10.5,0.1,1.5,7.116,2.0,0.0
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",37.0,0.1,10.1,0.1,1.5,6.8180000000000005,2.0,0.0
"BABYFOOD,FRUIT,APPLSAUC,JR",37.0,0.0,10.3,0.0,1.7,8.48,1.0,0.0
"BABYFOOD,FRUIT,APPLSAUC,STR",41.0,0.2,10.8,0.2,1.7,9.87,0.0,0.0
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",63.0,0.3,17.3,0.0,1.5,1.4,0.0,0.0
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",60.0,0.3,16.3,0.0,1.5,1.41,0.0,0.0
"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",83.0,0.9,19.31,0.22,1.4,12.76,2.0,0.0
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",67.0,0.4,17.8,0.2,1.6,7.1,0.0,0.0
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",56.0,0.4,15.3,0.1,1.6,0.38,0.0,0.0
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",68.0,0.2,18.4,0.1,1.6,8.41,0.0,0.0
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",65.0,0.2,17.8,0.0,1.6,10.73,0.0,0.0
"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",63.0,0.2,17.0,0.1,0.92,13.342000000000002,4.0,0.0
"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",70.0,0.2,18.9,0.1,1.4,14.444,5.0,0.0
"BABYFOOD,FRUIT,PEACHES,JR",65.0,0.94,14.48,0.33,1.3,11.5,4.0,0.0
"BABYFOOD,FRUIT,PEACHES,STR",65.0,0.94,14.48,0.33,1.3,11.5,4.0,0.0
"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",44.0,0.3,11.4,0.2,2.6,7.36,0.0,0.0
"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",41.0,0.3,10.9,0.1,2.6,7.79,0.0,0.0
"BABYFOOD,FRUIT,PEARS,JR",44.0,0.3,11.6,0.1,2.8,7.34,1.0,0.0
"BABYFOOD,FRUIT,PEARS,STR",42.0,0.3,10.8,0.2,2.8,6.98,1.0,0.0
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",74.0,0.1,20.5,0.0,1.2,13.64,0.0,0.0
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",71.0,0.1,19.7,0.0,1.2,13.34,0.0,0.0
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",70.0,0.6,18.7,0.1,2.7,10.97,2.0,0.0
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",69.0,0.6,18.5,0.1,2.7,10.97,5.0,0.0
"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",69.0,0.4,16.0,0.4,0.4,9.41,17.0,15.0
"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",66.0,0.4,15.48,0.3,0.6,9.29,25.0,15.0
"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",64.0,1.1,14.82,0.0,1.2,9.09,20.0,2.0
"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",53.0,0.47,12.88,0.0,2.0,10.18,2.0,0.0
"BABYFOOD,GERBER,BANANA W/ ORANGE MEDLEY",86.0,1.06,20.41,0.0,2.1,14.27,10.0,0.0
"BABYFOOD,GRAPE JUC,NO SUGAR,CND",62.0,0.0,15.38,0.0,0.0,15.3,10.0,0.0
"BABYFOOD,GRN BNS&TURKEY,STR",51.0,4.1,5.35,1.5,1.4,1.39,11.0,11.0
"BABYFOOD,GRN BNS,DICES,TODD",29.0,1.2,5.7,0.2,1.3,1.06,37.0,0.0
"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",347.0,0.0,86.68,0.02,0.0,57.4,89.0,0.0
"BABYFOOD,JUC,APPL - CHERRY",47.0,0.2,11.2,0.1,0.3,10.5,4.0,0.0
"BABYFOOD,JUC,APPL&CHERRY",41.0,0.1,9.9,0.2,0.1,8.98,0.0,0.0
"BABYFOOD,JUC,APPL&GRAPE",46.0,0.1,11.34,0.2,0.1,10.9,0.0,0.0
"BABYFOOD,JUC,APPL&PEACH",43.0,0.2,10.5,0.1,0.1,9.59,0.0,0.0
"BABYFOOD,JUC,APPL&PLUM",49.0,0.1,12.3,0.0,0.1,11.54,0.0,0.0
"BABYFOOD,JUC,APPL&PRUNE",72.0,0.2,18.1,0.1,0.1,10.58,8.0,0.0
"BABYFOOD,JUC,APPL,W/CA",46.0,0.06,11.1,0.1,0.4,9.0,3.0,0.0
"BABYFOOD,JUC,APPLE-SWEET POTATO",48.0,0.3,11.4,0.1,0.5,9.6,5.0,0.0
"BABYFOOD,JUC,FRUIT PUNCH,W/CA",52.0,0.2,12.7,0.1,0.4,10.6,4.0,0.0
"BABYFOOD,JUC,MXD FRUIT",47.0,0.1,11.7,0.1,0.1,8.46,8.0,0.0
"BABYFOOD,JUC,ORANGE&APPL",43.0,0.4,10.1,0.2,1.38,10.26,3.0,0.0
"BABYFOOD,JUC,ORANGE&APPL&BANANA",47.0,0.4,11.5,0.1,0.1,10.03,0.0,0.0
"BABYFOOD,JUC,ORANGE&APRICOT",46.0,0.8,10.9,0.1,0.1,5.896,6.0,0.0
"BABYFOOD,JUC,ORANGE&BANANA",50.0,0.7,11.9,0.1,0.5000000000000001,10.444,3.0,0.0
"BABYFOOD,JUC,ORANGE&PNAPPL",48.0,0.5,11.7,0.1,0.1,8.628000000000002,2.0,0.0
