pop_size,n_gen,cxpb,mutpb,overall_score,critical_score,num_foods,exec_time
85,68,0.798605131554361,0.33331376447810385,75.0,93.33333333333333,7,30.364593029022217
59,84,0.8204881851802238,0.5214812209383203,62.5,46.666666666666664,7,15.830601453781128
75,85,0.889238908576338,0.612518420188481,52.5,20.0,7,51.19552206993103
93,94,0.8861858211374585,0.6896992834137641,52.5,20.0,8,27.18923306465149
68,80,0.7111742309354699,0.5948142227164035,62.5,60.0,6,42.38010382652283
83,92,0.841166296775739,0.687460777589654,67.5,46.666666666666664,7,43.65153193473816
63,59,0.8673927748474748,0.6467474821243365,52.5,20.0,8,39.37346172332764
92,56,0.7852182950093882,0.3890305670284122,57.5,46.666666666666664,8,28.121402263641357
63,99,0.8783793817553553,0.35864192867681016,57.5,20.0,8,33.688403844833374
83,86,0.7466456144849055,0.5325221668907129,60.0,40.0,7,36.69635844230652
55,71,0.8625599134515005,0.6788994309535434,55.0,40.0,8,14.939291954040527
79,94,0.8506756370517883,0.4505038342123663,60.0,40.0,8,14.488743782043457
85,68,0.8554293831854873,0.523361699894322,65.0,40.0,8,29.82942223548889
81,59,0.8812708770189472,0.34447899292246054,62.5,73.33333333333333,8,40.13734459877014
57,94,0.7022707289534837,0.4874642567976505,47.5,20.0,8,17.842665910720825
74,77,0.8534389706217144,0.6291161407506772,60.0,40.0,7,65.46895098686218
93,50,0.8362078854193817,0.39500258851698794,60.0,40.0,6,40.485212326049805
79,82,0.7447191677038905,0.6852890157762445,65.0,66.66666666666667,8,26.732226610183716
86,94,0.7086319823901152,0.6564572454792283,72.5,73.33333333333333,8,37.926076889038086
75,60,0.883823143055732,0.40119606719569645,70.0,66.66666666666667,7,39.62984275817871
73,69,0.7150869094179538,0.36648617276370116,52.5,20.0,8,21.39045286178589
68,64,0.7909082129535546,0.5510232320336254,62.5,46.666666666666664,8,11.133857727050781
57,65,0.8474201411686039,0.6661017366676425,70.0,66.66666666666667,8,41.78402924537659
64,81,0.7115727795515414,0.4578087194432519,55.0,40.0,8,15.617825984954834
78,77,0.7671320129593926,0.3678719615582262,50.0,40.0,7,14.703760147094727
90,75,0.7776536767979744,0.3917578982819798,67.5,60.0,8,44.095874547958374
82,77,0.7720690190410536,0.40397994514170504,60.0,40.0,8,14.620457172393799
81,66,0.7559527014337891,0.46448268834887446,67.5,73.33333333333333,7,26.422697067260742
67,77,0.754191528503026,0.35327405008949986,52.5,20.0,8,31.46626091003418
89,55,0.8899599826583848,0.590287803355344,75.0,66.66666666666667,8,58.94985222816467
79,51,0.7165496840070612,0.6506645943703171,80.0,93.33333333333333,8,40.22876000404358
59,82,0.8555204567470451,0.49214803274654184,52.5,20.0,8,15.462079763412476
65,70,0.8499156599952145,0.4571957795915436,67.5,73.33333333333333,8,31.444007635116577
81,98,0.8676657409422276,0.48747726391798807,57.5,20.0,8,26.951509714126587
89,50,0.7027343929653994,0.3301436241409849,45.0,40.0,8,10.960973262786865
82,66,0.8068692550058926,0.5999642997879887,70.0,66.66666666666667,8,39.412219762802124
57,72,0.8537974830361021,0.6779062919529711,75.0,66.66666666666667,8,43.101497173309326
64,68,0.7494696203486395,0.4802176541240374,62.5,60.0,8,34.83297920227051
55,94,0.821234926890176,0.39145712220138507,65.0,40.0,8,34.771217346191406
94,81,0.7093792935582439,0.40746899281012294,42.5,20.0,8,13.496522188186646
93,75,0.7996330373291786,0.4904842787156056,67.5,73.33333333333333,8,35.20152568817139
57,99,0.8704363000637081,0.5207627355097941,82.5,86.66666666666667,8,30.812235593795776
59,79,0.875330720531669,0.46139314648495877,75.0,66.66666666666667,7,32.96132135391235
77,64,0.8569336527888619,0.555744542789697,70.0,66.66666666666667,7,30.736512899398804
65,88,0.7272742951173539,0.30581786626715274,60.0,40.0,8,18.346619844436646
92,99,0.8179835373709266,0.4568976180398929,52.5,20.0,7,61.972259521484375
81,83,0.7696510934046601,0.5055957956639243,82.5,86.66666666666667,7,78.6510534286499
78,64,0.779308556464254,0.5488346800911493,60.0,66.66666666666667,8,28.40032935142517
71,54,0.8592943551347755,0.48373872317846894,57.5,46.666666666666664,8,45.629626512527466
71,59,0.8537835482630796,0.32649439114074635,60.0,40.0,7,24.229156732559204
59,83,0.8241611368844183,0.43896536329016567,67.5,60.0,8,39.39837336540222
65,96,0.7257759443821298,0.35121833558310894,72.5,73.33333333333333,7,26.702155113220215
85,60,0.727765434529882,0.5563498979212858,47.5,20.0,8,49.44274640083313
94,53,0.7691334566647726,0.6587153639624047,62.5,46.666666666666664,7,51.7992308139801
57,76,0.8335115477042054,0.3689279484806519,62.5,46.666666666666664,8,25.474486589431763
73,70,0.7337870126144329,0.4114361356127834,62.5,86.66666666666667,8,27.50178861618042
76,70,0.8097430618414817,0.5137694014930092,75.0,66.66666666666667,8,31.088496446609497
66,75,0.8788434525791852,0.35149935931985754,67.5,60.0,8,29.947463989257812
80,94,0.7643165529360058,0.33691623449149843,72.5,60.0,7,30.970277070999146
76,96,0.8023314027094522,0.36279107308647746,70.0,66.66666666666667,7,36.12763977050781
71,75,0.8736602214071174,0.33380680307227273,62.5,46.666666666666664,8,9.643157482147217
89,64,0.8073181291974665,0.6696167036429732,55.0,40.0,8,16.746676921844482
68,75,0.8519910817875171,0.5125063015894136,75.0,66.66666666666667,7,40.5936918258667
56,94,0.7124682725022482,0.3590956367624907,72.5,73.33333333333333,8,32.68754243850708
61,52,0.8790413675374399,0.5046709768462664,60.0,40.0,6,33.95146870613098
72,87,0.8065234532910046,0.39698820145389185,52.5,20.0,7,29.12597966194153
79,86,0.7364567756951916,0.5255860368075345,57.5,46.666666666666664,7,48.3672981262207
71,88,0.7178408657424112,0.5141342256062094,80.0,93.33333333333333,8,37.72790193557739
79,66,0.768585372855652,0.4895879765722224,65.0,40.0,8,39.019651889801025
64,52,0.8297645680583152,0.4918328407017001,65.0,40.0,8,30.480101585388184
90,96,0.8473644950789826,0.5230969063801749,60.0,40.0,7,55.79888153076172
94,98,0.8128917085045282,0.4515090503805157,52.5,20.0,8,70.98584961891174
91,55,0.8799294794290025,0.5430220889174291,70.0,66.66666666666667,8,67.05225276947021
60,86,0.8867383647519749,0.3030137452536299,55.0,40.0,6,27.428770542144775
75,55,0.7730713639348115,0.49512392032349517,70.0,66.66666666666667,8,34.89094543457031
84,60,0.7175775249080287,0.6223459546964574,52.5,20.0,8,53.46359610557556
78,58,0.7160467491323284,0.5098045558281018,67.5,46.666666666666664,7,44.28828001022339
94,86,0.8964757233817213,0.3448155608672209,77.5,73.33333333333333,7,45.311071157455444
56,69,0.8938940866550737,0.6462028503575921,77.5,73.33333333333333,8,44.94878149032593
60,98,0.7981497558517568,0.5891584386487103,57.5,46.666666666666664,8,34.124703884124756
56,64,0.8070073464089821,0.49064779365056477,77.5,73.33333333333333,7,39.1849570274353
59,55,0.8935988133008469,0.5843809915346994,70.0,66.66666666666667,7,21.93379783630371
74,82,0.8472494367396977,0.5119360092724466,57.5,46.666666666666664,8,20.79478693008423
55,75,0.8535559002885678,0.33491607183587013,80.0,93.33333333333333,7,27.18486213684082
65,85,0.7641284384319028,0.5375532390231594,52.5,46.666666666666664,8,20.64422631263733
60,99,0.79085359444382,0.5194412471752612,60.0,40.0,8,20.765313625335693
64,93,0.7403460924660471,0.5738286191519333,70.0,66.66666666666667,7,25.082716703414917
74,50,0.7277649546884041,0.30108435976573183,60.0,40.0,7,39.211020708084106
63,60,0.7946332402103784,0.5424407524223354,60.0,40.0,8,42.704758405685425
89,79,0.7213398500226872,0.6402909840065818,75.0,66.66666666666667,8,57.47806906700134
68,60,0.8876680913642075,0.37249322646626404,65.0,40.0,8,28.741782903671265
89,50,0.8482241298580118,0.5297892452719647,70.0,66.66666666666667,8,31.747184991836548
83,57,0.8655881774354984,0.6002007699061254,50.0,40.0,8,21.24754309654236
84,84,0.7328531595861986,0.6258298880925528,60.0,66.66666666666667,8,41.933955907821655
68,75,0.8815732260925032,0.42647863291859783,47.5,20.0,8,16.952944040298462
79,67,0.8633198878943155,0.4756539634280873,57.5,46.666666666666664,7,29.11812400817871
68,81,0.7925359571339212,0.4205511496656568,77.5,86.66666666666667,8,32.487980365753174
77,64,0.8154972541812251,0.4421449807273583,67.5,46.666666666666664,8,53.695281744003296
56,63,0.7133238224781634,0.3916101563699185,70.0,66.66666666666667,8,18.57755708694458
93,55,0.887966424722695,0.5510832212285671,47.5,20.0,8,34.73922920227051
62,91,0.7278544145326774,0.6176100757081184,55.0,40.0,8,20.804099321365356
83,82,0.8066922183952643,0.6575570332203831,67.5,46.666666666666664,8,35.18100571632385
90,78,0.7303349759465502,0.42468882711821926,47.5,20.0,8,16.220518827438354
91,76,0.8487892585145353,0.3134129738943117,75.0,80.0,8,37.00341320037842
76,51,0.8524917371481381,0.6507062547046998,77.5,86.66666666666667,8,52.98799800872803
87,87,0.807296270296919,0.45152862622276624,45.0,40.0,7,31.8877170085907
78,64,0.8594590731559107,0.35996697093950947,77.5,86.66666666666667,7,20.20793104171753
58,61,0.854376396119649,0.3048812289272178,62.5,60.0,7,12.180899858474731
90,85,0.8432358149465904,0.5396117459109305,75.0,80.0,8,60.963313817977905
74,60,0.8918149589128056,0.4370097028714173,75.0,66.66666666666667,8,30.631552934646606
60,57,0.7847193724840966,0.41517184659029044,62.5,46.666666666666664,8,10.825258255004883
66,75,0.8172459664033594,0.5023554715537863,52.5,20.0,8,17.576072216033936
79,82,0.703622036764168,0.6488495635776605,67.5,60.0,7,39.06204032897949
66,93,0.8130266367178418,0.5786603295507569,85.0,93.33333333333333,7,54.87697792053223
91,57,0.8302734421976492,0.6084986674078952,62.5,46.666666666666664,8,46.59690022468567
85,58,0.7848261342604772,0.594577694249889,42.5,46.666666666666664,8,15.613851547241211
94,90,0.8851137025813552,0.48033574856165284,62.5,46.666666666666664,8,44.73201537132263
91,70,0.7331041020734579,0.37452835179764826,57.5,20.0,6,38.183064222335815
77,50,0.8739792724124257,0.5075352228504288,70.0,66.66666666666667,8,40.954322814941406
94,64,0.779800540774026,0.32190465552881253,72.5,60.0,7,34.12798070907593
63,59,0.8605706897196023,0.30185280920184115,60.0,40.0,8,22.96595549583435
89,74,0.8727036281225914,0.6691840927193939,77.5,73.33333333333333,8,58.98859214782715
61,67,0.7961673956178147,0.6673818899757205,72.5,73.33333333333333,8,28.779755115509033
78,74,0.7996735545478959,0.46757017980181914,52.5,20.0,8,23.449204444885254
78,82,0.7724787798233266,0.5322353401112173,52.5,60.0,8,17.38897466659546
76,75,0.7026188913176666,0.5654149488066842,75.0,66.66666666666667,8,50.71524691581726
61,66,0.8922140634938911,0.35946509110124514,60.0,40.0,7,23.733826398849487
76,77,0.8070139437867317,0.3737851485675424,67.5,46.666666666666664,6,38.09999394416809
61,50,0.7619873852537221,0.45892724618303915,60.0,40.0,7,24.377313137054443
73,81,0.7936463656882758,0.5499903948204209,42.5,20.0,8,15.465723991394043
83,79,0.8673129626584666,0.5349814416936297,57.5,20.0,8,47.567917585372925
55,63,0.8428118399579656,0.5110590920579143,67.5,73.33333333333333,8,20.760453939437866
82,98,0.7801526121750652,0.5238561325232871,72.5,73.33333333333333,8,50.650030851364136
58,50,0.7668725622620964,0.33020134552155567,47.5,20.0,8,11.720399141311646
57,81,0.7544603709440598,0.6589721639275536,70.0,66.66666666666667,8,23.923287391662598
88,82,0.705077271132069,0.36246103894647613,47.5,20.0,8,38.967002153396606
61,78,0.7815968990729689,0.5206890381037359,70.0,66.66666666666667,8,35.39225196838379
57,73,0.7392226199386905,0.5022031516424135,52.5,20.0,8,16.885700702667236
62,96,0.8138887035527,0.6549841930054011,55.0,40.0,8,11.953495025634766
82,96,0.8441626192621013,0.622125986943162,62.5,60.0,8,30.46372938156128
78,63,0.8206394804353959,0.6227400595850343,70.0,66.66666666666667,8,36.73918032646179
70,53,0.8888819451154547,0.3564327395110854,47.5,20.0,8,9.37194299697876
68,80,0.7647980122213599,0.33477000598013973,65.0,66.66666666666667,8,33.21627116203308
64,56,0.8471809226392004,0.6392512381867533,67.5,46.666666666666664,7,54.91450071334839
73,85,0.8285851127228506,0.5815784540554038,70.0,80.0,7,32.302481174468994
55,96,0.8249522542086503,0.434346342859934,47.5,20.0,7,26.445139169692993
56,52,0.8180589885029615,0.40722545632915047,42.5,20.0,8,7.71972393989563
59,86,0.7818823304382481,0.520818872340792,67.5,60.0,8,34.861534118652344
88,93,0.7439021050161917,0.6898189060795479,70.0,66.66666666666667,7,52.338927268981934
78,66,0.8736935951795826,0.4949724792998054,67.5,60.0,8,35.269758462905884
77,81,0.7850427008938466,0.30898772332804697,57.5,20.0,7,29.34087085723877
68,58,0.8083268429321734,0.5533912879304589,70.0,66.66666666666667,8,26.474008560180664
93,58,0.7278712148145647,0.6339720947197196,67.5,60.0,8,37.002232789993286
58,75,0.8051380364605372,0.3686717143393214,55.0,40.0,8,31.30363917350769
77,86,0.7036781353094933,0.6657195226241995,70.0,80.0,8,21.187208890914917
75,91,0.8153032951028507,0.4096220882748824,47.5,20.0,7,41.22537541389465
71,86,0.8302840776703728,0.6318967214828806,75.0,66.66666666666667,8,46.99147081375122
77,91,0.7280037077320898,0.40547352105384654,57.5,46.666666666666664,8,21.277710676193237
85,55,0.8464369156918125,0.4002922642246391,55.0,40.0,8,36.96335530281067
61,59,0.882882389184992,0.4675082099568292,47.5,20.0,8,22.35411810874939
82,95,0.7093931933550109,0.36651334750243175,60.0,66.66666666666667,8,41.396538496017456
55,85,0.8541971851070957,0.32729988214163663,50.0,40.0,8,27.9356951713562
65,89,0.7874386792714487,0.6662054709167655,62.5,60.0,7,43.82357954978943
93,89,0.8132809280593795,0.4904201608796398,57.5,20.0,8,30.896233320236206
78,71,0.8465144194420501,0.3859761514363027,70.0,66.66666666666667,7,37.958216190338135
90,96,0.752452808859965,0.5380311722801019,65.0,40.0,7,53.35880947113037
71,94,0.7309344281766472,0.5493330203619963,55.0,40.0,7,44.41490864753723
56,58,0.7150275563471618,0.5912755024814413,52.5,20.0,7,26.26838183403015
79,92,0.8196572116536309,0.4838726051044524,70.0,66.66666666666667,8,23.44228172302246
89,52,0.7155530688157914,0.30093575625031127,80.0,93.33333333333333,7,36.74048352241516
84,87,0.8180461333738174,0.4443895587760107,55.0,40.0,7,24.15932607650757
71,59,0.8381120464891281,0.5085202669654277,70.0,66.66666666666667,8,18.545960903167725
66,65,0.8745891671752817,0.5928899545638244,80.0,93.33333333333333,7,43.25653886795044
75,66,0.8317566733421435,0.576910625807141,47.5,20.0,7,27.3369722366333
60,57,0.7499336017718372,0.49576998545725615,67.5,60.0,7,35.221797943115234
69,75,0.710319161331742,0.5679669858200156,67.5,60.0,6,31.366790771484375
86,59,0.8176527513939862,0.6997413998263339,67.5,46.666666666666664,8,61.93232345581055
80,70,0.7946420236162667,0.425141942602235,55.0,40.0,7,37.93221688270569
69,56,0.7594698014745102,0.6697584781506121,52.5,20.0,7,34.68748903274536
77,78,0.7948428433314927,0.6448170603957253,55.0,40.0,7,46.657188177108765
93,84,0.7638200946486511,0.6315661896602709,55.0,40.0,8,17.118401050567627
71,63,0.8192539756964106,0.3920035349150812,60.0,40.0,7,25.7481107711792
88,52,0.839257755175628,0.4359499855072264,62.5,60.0,7,35.30522108078003
77,93,0.8144855518866931,0.621590791760359,77.5,86.66666666666667,8,36.54715895652771
58,78,0.8323310350161083,0.59514230676261,65.0,66.66666666666667,8,14.081716060638428
87,65,0.7853634113309729,0.6506661511449797,75.0,66.66666666666667,6,45.15497088432312
56,84,0.874019774780186,0.30850776434015487,55.0,40.0,8,7.022864818572998
67,62,0.7767927779839451,0.6730359637701011,60.0,40.0,7,23.88211464881897
93,95,0.770142363090342,0.6068753155724507,67.5,60.0,8,77.81583452224731
83,93,0.825501092643674,0.6494708456745355,55.0,40.0,6,58.79495143890381
64,79,0.7835533564334667,0.468542800910828,57.5,20.0,8,31.043368816375732
59,50,0.7477554291536604,0.34418964525255785,47.5,20.0,8,13.361259460449219
68,79,0.8705643643383802,0.5862213260936968,70.0,66.66666666666667,7,47.89637899398804
91,74,0.7554531291393547,0.6641356408230137,67.5,46.666666666666664,6,78.02064752578735
69,58,0.7218935197358229,0.4566520562161424,67.5,46.666666666666664,7,27.00180149078369
58,61,0.891283139511885,0.6191957288573533,60.0,40.0,7,21.353897094726562
91,92,0.817710845794649,0.6929322060320326,52.5,20.0,8,95.02168726921082
78,60,0.8807447934350541,0.6956739639253435,85.0,93.33333333333333,7,57.1334285736084
61,53,0.7463343402766887,0.6770927096540502,52.5,20.0,7,23.56701636314392
64,92,0.7353056064011017,0.38819448362807013,57.5,46.666666666666664,8,23.533512353897095
57,55,0.860153937425975,0.5519111691984613,67.5,46.666666666666664,8,33.3077552318573
77,98,0.8036520733352784,0.5389096289721363,52.5,46.666666666666664,8,13.183767557144165
89,99,0.7982372681737253,0.6985343103226896,55.0,40.0,8,45.926509618759155
57,81,0.7926761496431239,0.5491749531740474,62.5,46.666666666666664,8,22.96231961250305
79,58,0.878984288245568,0.6440507265671694,55.0,40.0,8,55.691211223602295
65,90,0.7782339532160759,0.40918374994252593,57.5,46.666666666666664,8,15.24945592880249
83,58,0.7088753327066473,0.6408774133388031,80.0,80.0,7,69.99637484550476
63,64,0.8310483961278043,0.5203429482436557,57.5,46.666666666666664,7,20.91240620613098
88,73,0.750529818792177,0.30203285592721035,57.5,20.0,6,48.47916054725647
59,97,0.7991751470157542,0.33241848636305915,70.0,66.66666666666667,8,18.630996227264404
67,77,0.71522617189806,0.6404827656195075,60.0,40.0,8,24.223681211471558
94,94,0.7961173154653296,0.536963113863807,47.5,20.0,7,26.56383490562439
57,89,0.8356032305118127,0.5262927855983164,62.5,46.666666666666664,8,24.230736255645752
87,55,0.8042520624360829,0.6472643216206188,60.0,40.0,5,39.57569146156311
